103, 1000130, 1000156, 1000182, 1000208, 46, 51, 56, 61, 
104, 1000131, 1000157, 1000183, 1000209, 47, 52, 57, 62, 
105, 1000132, 1000158, 1000184, 1000210, 48, 53, 58, 63, 
106, 1000133, 1000159, 1000185, 1000211, 49, 54, 59, 64, 
107, 1000134, 1000160, 1000186, 1000212, 50, 55, 60, 65, 
108, 1000108, 1000161, 1000187, 1000213, 48.0, 56, 61, 66, 
109, 1000109, 1000135, 1000188, 1000214, 49.0, 54.0, 62, 67, 
110, 1000110, 1000136, 1000162, 1000215, 50.0, 55.0, 60.0, 68, 
111, 1000111, 1000137, 1000163, 1000189, 51.0, 56.0, 61.0, 90.0, 
112, 1000112, 1000138, 1000164, 1000190, 52.0, 57.0, 62.0, 91.0, 
113, 1000113, 1000139, 1000165, 1000191, 53.0, 58.0, 63.0, 92.0, 
114, 1000114, 1000140, 1000166, 1000192, 54.0, 59.0, 64.0, 93.0, 
115, 1000115, 1000141, 1000167, 1000193, 55.0, 60.0, 65.0, 94.0, 
116, 1000116, 1000142, 1000168, 1000194, 56.0, 61.0, 66.0, 95.0, 
117, 1000117, 1000143, 1000169, 1000195, 69.0, 62.0, 67.0, 96.0, 
118, 1000118, 1000144, 1000170, 1000196, 70.0, 75.0, 68.0, 97.0, 
119, 1000119, 1000145, 1000171, 1000197, 71.0, 76.0, 81.0, 98.0, 
120, 1000120, 1000146, 1000172, 1000198, 72.0, 77.0, 82.0, 111.0, 
121, 1000121, 1000147, 1000173, 1000199, 73.0, 78.0, 83.0, 112.0, 
122, 1000122, 1000148, 1000174, 1000200, 74.0, 79.0, 84.0, 113.0, 
123, 1000123, 1000149, 1000175, 1000201, 75.0, 80.0, 85.0, 114.0, 
124, 1000124, 1000150, 1000176, 1000202, 76.0, 81.0, 86.0, 115.0, 
125, 1000125, 1000151, 1000177, 1000203, 77.0, 82.0, 87.0, 116.0, 
126, 1000126, 1000152, 1000178, 1000204, 90.0, 83.0, 88.0, 117.0, 
127, 1000127, 1000153, 1000179, 1000205, 91.0, 96.0, 89.0, 118.0, 
128, 1000128, 1000154, 1000180, 1000206, 92.0, 97.0, 102.0, 119.0, 
129, 1000129, 1000155, 1000181, 1000207, 93.0, 98.0, 103.0, 132.0, 
130, 1000130, 1000156, 1000182, 1000208, 94.0, 99.0, 104.0, 133.0, 
131, 1000131, 1000157, 1000183, 1000209, 95.0, 100.0, 105.0, 134.0, 
132, 1000132, 1000158, 1000184, 1000210, 96.0, 101.0, 106.0, 135.0, 
133, 1000133, 1000159, 1000185, 1000211, 97.0, 102.0, 107.0, 136.0, 
134, 1000134, 1000160, 1000186, 1000212, 98.0, 103.0, 108.0, 137.0, 
135, 1000108, 1000161, 1000187, 1000213, 96.0, 104.0, 109.0, 138.0, 
136, 1000109, 1000135, 1000188, 1000214, 97.0,  , 110.0, 139.0, 
137, 1000110, 1000136, 1000162, 1000215, 98.0,  ,  , 140.0, 
138, 1000111, 1000137, 1000163, 1000189, 99.0,  ,  ,  , 
139, 1000112, 1000138, 1000164, 1000190, 100.0,  ,  ,  , 
140, 1000113, 1000139, 1000165, 1000191, 101.0,  ,  ,  , 
141, 1000114, 1000140, 1000166, 1000192, 102.0,  ,  ,  , 
142, 1000115, 1000141, 1000167, 1000193, 103.0,  ,  ,  , 
143, 1000116, 1000142, 1000168, 1000194, 104.0,  ,  ,  , 
144, 1000117, 1000143, 1000169, 1000195, 117.0,  ,  ,  , 
145, 1000118, 1000144, 1000170, 1000196, 118.0,  ,  ,  , 
146, 1000119, 1000145, 1000171, 1000197, 119.0,  ,  ,  , 
147, 1000120, 1000146, 1000172, 1000198, 120.0,  ,  ,  , 
148, 1000121, 1000147, 1000173, 1000199, 121.0,  ,  ,  , 
149, 1000122, 1000148, 1000174, 1000200, 122.0,  ,  ,  , 
150, 1000123, 1000149, 1000175, 1000201, 123.0,  ,  ,  , 
151, 1000124, 1000150, 1000176, 1000202, 124.0,  ,  ,  , 
152, 1000125, 1000151, 1000177, 1000203, 125.0,  ,  ,  , 
153, 1000126, 1000152, 1000178, 1000204, 138.0,  ,  ,  , 
154, 1000127, 1000153, 1000179, 1000205, 139.0,  ,  ,  , 
155, 1000128, 1000154, 1000180, 1000206, 140.0,  ,  ,  , 
156, 1000129, 1000155, 1000181, 1000207, 141.0,  ,  ,  , 
157, 1000130, 1000156, 1000182, 1000208, 142.0,  ,  ,  , 
158, 1000131, 1000157, 1000183, 1000209, 143.0,  ,  ,  , 
159, 1000132, 1000158, 1000184, 1000210, 144.0,  ,  ,  , 
160, 1000133, 1000159, 1000185, 1000211, 145.0,  ,  ,  , 
161, 1000134, 1000160, 1000186, 1000212, 146.0,  ,  ,  , 
162, 1000216, 1000161, 1000187, 1000213, 0,  ,  ,  , 
163, 1000217,  , 1000188, 1000214, 1, 6,  ,  , 
164, 1000218,  ,  , 1000215, 2, 7, 12,  , 
165, 1000219,  ,  ,  , 3, 8, 13, 18, 
166, 1000220,  ,  ,  , 4, 9, 14, 19, 
167, 1000221,  ,  ,  , 5, 10, 15, 20, 
168, 1000222,  ,  ,  , 6, 11, 16, 21, 
169, 1000223,  ,  ,  , 7, 12, 17, 22, 
170, 1000224,  ,  ,  , 8, 13, 18, 23, 
171, 1000225,  ,  ,  , 21, 14, 19, 24, 
172, 1000226,  ,  ,  , 22, 27, 20, 25, 
173, 1000227,  ,  ,  , 23, 28, 33, 26, 
174, 1000228,  ,  ,  , 24, 29, 34, 39, 
175, 1000229,  ,  ,  , 25, 30, 35, 40, 
176, 1000230,  ,  ,  , 26, 31, 36, 41, 
177, 1000231,  ,  ,  , 27, 32, 37, 42, 
178, 1000232,  ,  ,  , 28, 33, 38, 43, 
179, 1000233,  ,  ,  , 29, 34, 39, 44, 
180, 1000234,  ,  ,  , 42, 35, 40, 45, 
181, 1000235,  ,  ,  , 43, 48, 41, 46, 
182, 1000236,  ,  ,  , 44, 49, 54, 47, 
183, 1000237,  ,  ,  , 45, 50, 55, 60, 
184, 1000238,  ,  ,  , 46, 51, 56, 61, 
185, 1000239,  ,  ,  , 47, 52, 57, 62, 
186, 1000240,  ,  ,  , 48, 53, 58, 63, 
187, 1000241,  ,  ,  , 49, 54, 59, 64, 
188, 1000242,  ,  ,  , 50, 55, 60, 65, 
189, 1000216,  ,  ,  , 48.0, 56, 61, 66, 
190, 1000217,  ,  ,  , 49.0, 54.0, 62, 67, 
191, 1000218,  ,  ,  , 50.0, 55.0, 60.0, 68, 
192, 1000219,  ,  ,  , 51.0, 56.0, 61.0, 90.0, 
193, 1000220,  ,  ,  , 52.0, 57.0, 62.0, 91.0, 
194, 1000221,  ,  ,  , 53.0, 58.0, 63.0, 92.0, 
195, 1000222,  ,  ,  , 54.0, 59.0, 64.0, 93.0, 
196, 1000223,  ,  ,  , 55.0, 60.0, 65.0, 94.0, 
197, 1000224,  ,  ,  , 56.0, 61.0, 66.0, 95.0, 
198, 1000225,  ,  ,  , 69.0, 62.0, 67.0, 96.0, 
199, 1000226,  ,  ,  , 70.0, 75.0, 68.0, 97.0, 
200, 1000227,  ,  ,  , 71.0, 76.0, 81.0, 98.0, 
201, 1000228,  ,  ,  , 72.0, 77.0, 82.0, 111.0, 
202, 1000229,  ,  ,  , 73.0, 78.0, 83.0, 112.0, 
203, 1000230,  ,  ,  , 74.0, 79.0, 84.0, 113.0, 
204, 1000231,  ,  ,  , 75.0, 80.0, 85.0, 114.0, 
205, 1000232,  ,  ,  , 76.0, 81.0, 86.0, 115.0, 
206, 1000233,  ,  ,  , 77.0, 82.0, 87.0, 116.0, 
207, 1000234,  ,  ,  , 90.0, 83.0, 88.0, 117.0, 
208, 1000235,  ,  ,  , 91.0, 96.0, 89.0, 118.0, 
209, 1000236,  ,  ,  , 92.0, 97.0, 102.0, 119.0, 
210, 1000237,  ,  ,  , 93.0, 98.0, 103.0, 132.0, 
211, 1000238,  ,  ,  , 94.0, 99.0, 104.0, 133.0, 
212, 1000239,  ,  ,  , 95.0, 100.0, 105.0, 134.0, 
213, 1000240,  ,  ,  , 96.0, 101.0, 106.0, 135.0, 
214, 1000241,  ,  ,  , 97.0, 102.0, 107.0, 136.0, 
215, 1000242,  ,  ,  , 98.0, 103.0, 108.0, 137.0, 
216, 1000216,  ,  ,  , 96.0, 104.0, 109.0, 138.0, 
217, 1000217,  ,  ,  , 97.0,  , 110.0, 139.0, 
218, 1000218,  ,  ,  , 98.0,  ,  , 140.0, 
219, 1000219,  ,  ,  , 99.0,  ,  ,  , 
220, 1000220,  ,  ,  , 100.0,  ,  ,  , 
221, 1000221,  ,  ,  , 101.0,  ,  ,  , 
222, 1000222,  ,  ,  , 102.0,  ,  ,  , 
223, 1000223,  ,  ,  , 103.0,  ,  ,  , 
224, 1000224,  ,  ,  , 104.0,  ,  ,  , 
225, 1000225,  ,  ,  , 117.0,  ,  ,  , 
226, 1000226,  ,  ,  , 118.0,  ,  ,  , 
227, 1000227,  ,  ,  , 119.0,  ,  ,  , 
228, 1000228,  ,  ,  , 120.0,  ,  ,  , 
229, 1000229,  ,  ,  , 121.0,  ,  ,  , 
230, 1000230,  ,  ,  , 122.0,  ,  ,  , 
231, 1000231,  ,  ,  , 123.0,  ,  ,  , 
232, 1000232,  ,  ,  , 124.0,  ,  ,  , 
233, 1000233,  ,  ,  , 125.0,  ,  ,  , 
234, 1000234,  ,  ,  , 138.0,  ,  ,  , 
235, 1000235,  ,  ,  , 139.0,  ,  ,  , 
236, 1000236,  ,  ,  , 140.0,  ,  ,  , 
237, 1000237,  ,  ,  , 141.0,  ,  ,  , 
238, 1000238,  ,  ,  , 142.0,  ,  ,  , 
239, 1000239,  ,  ,  , 143.0,  ,  ,  , 
240, 1000240,  ,  ,  , 144.0,  ,  ,  , 
241, 1000241,  ,  ,  , 145.0,  ,  ,  , 
242, 1000242,  ,  ,  , 146.0,  ,  ,  , 
