127, 1000019, 1000045, 1000071, 1000097, 109.0, 111.0, 101.0, 103.0, 
128, 1000020, 1000046, 1000072, 1000098, 110.0, 112.0, 114.0, 104.0, 
129, 1000021, 1000047, 1000073, 1000099, 111.0, 113.0, 115.0, 117.0, 
130, 1000022, 1000048, 1000074, 1000100, 112.0, 114.0, 116.0, 118.0, 
131, 1000023, 1000049, 1000075, 1000101, 113.0, 115.0, 117.0, 119.0, 
132, 1000024, 1000050, 1000076, 1000102, 114.0, 116.0, 118.0, 120.0, 
133, 1000025, 1000051, 1000077, 1000103, 115.0, 117.0, 119.0, 121.0, 
134, 1000026, 1000052, 1000078, 1000104, 116.0, 118.0, 120.0, 122.0, 
135, 1000000, 1000053, 1000079, 1000105, 84.0, 119.0, 121.0, 123.0, 
136, 1000001, 1000027, 1000080, 1000106, 85.0, 87.0, 122.0, 124.0, 
137, 1000002, 1000028, 1000054, 1000107, 86.0, 88.0, 90.0, 125.0, 
138, 1000003, 1000029, 1000055, 1000081, 87.0, 89.0, 91.0, 93.0, 
139, 1000004, 1000030, 1000056, 1000082, 88.0, 90.0, 92.0, 94.0, 
140, 1000005, 1000031, 1000057, 1000083, 89.0, 91.0, 93.0, 95.0, 
141, 1000006, 1000032, 1000058, 1000084, 90.0, 92.0, 94.0, 96.0, 
142, 1000007, 1000033, 1000059, 1000085, 91.0, 93.0, 95.0, 97.0, 
143, 1000008, 1000034, 1000060, 1000086, 92.0, 94.0, 96.0, 98.0, 
144, 1000009, 1000035, 1000061, 1000087, 105.0, 95.0, 97.0, 99.0, 
145, 1000010, 1000036, 1000062, 1000088, 106.0, 108.0, 98.0, 100.0, 
146, 1000011, 1000037, 1000063, 1000089, 107.0, 109.0, 111.0, 101.0, 
147, 1000012, 1000038, 1000064, 1000090, 108.0, 110.0, 112.0, 114.0, 
148, 1000013, 1000039, 1000065, 1000091, 109.0, 111.0, 113.0, 115.0, 
149, 1000014, 1000040, 1000066, 1000092, 110.0, 112.0, 114.0, 116.0, 
150, 1000015, 1000041, 1000067, 1000093, 111.0, 113.0, 115.0, 117.0, 
151, 1000016, 1000042, 1000068, 1000094, 112.0, 114.0, 116.0, 118.0, 
152, 1000017, 1000043, 1000069, 1000095, 113.0, 115.0, 117.0, 119.0, 
153, 1000018, 1000044, 1000070, 1000096, 126.0, 116.0, 118.0, 120.0, 
154, 1000019, 1000045, 1000071, 1000097, 127.0, 129.0, 119.0, 121.0, 
155, 1000020, 1000046, 1000072, 1000098, 128.0, 130.0, 132.0, 122.0, 
156, 1000021, 1000047, 1000073, 1000099, 129.0, 131.0, 133.0, 135.0, 
157, 1000022, 1000048, 1000074, 1000100, 130.0, 132.0, 134.0, 136.0, 
158, 1000023, 1000049, 1000075, 1000101, 131.0, 133.0, 135.0, 137.0, 
159, 1000024, 1000050, 1000076, 1000102, 132.0, 134.0, 136.0, 138.0, 
160, 1000025, 1000051, 1000077, 1000103, 133.0, 135.0, 137.0, 139.0, 
161, 1000026, 1000052, 1000078, 1000104, 134.0, 136.0, 138.0, 140.0, 
162, 1000000, 1000053, 1000079, 1000105, 96.0, 137.0, 139.0, 141.0, 
163, 1000001, 1000027, 1000080, 1000106, 97.0,  , 140.0, 142.0, 
164, 1000002, 1000028, 1000054, 1000107, 98.0,  ,  , 143.0, 
165, 1000003, 1000029, 1000055, 1000081, 99.0,  ,  ,  , 
166, 1000004, 1000030, 1000056, 1000082, 100.0,  ,  ,  , 
167, 1000005, 1000031, 1000057, 1000083, 101.0,  ,  ,  , 
168, 1000006, 1000032, 1000058, 1000084, 102.0,  ,  ,  , 
169, 1000007, 1000033, 1000059, 1000085, 103.0,  ,  ,  , 
170, 1000008, 1000034, 1000060, 1000086, 104.0,  ,  ,  , 
171, 1000009, 1000035, 1000061, 1000087, 117.0,  ,  ,  , 
172, 1000010, 1000036, 1000062, 1000088, 118.0,  ,  ,  , 
173, 1000011, 1000037, 1000063, 1000089, 119.0,  ,  ,  , 
174, 1000012, 1000038, 1000064, 1000090, 120.0,  ,  ,  , 
175, 1000013, 1000039, 1000065, 1000091, 121.0,  ,  ,  , 
176, 1000014, 1000040, 1000066, 1000092, 122.0,  ,  ,  , 
177, 1000015, 1000041, 1000067, 1000093, 123.0,  ,  ,  , 
178, 1000016, 1000042, 1000068, 1000094, 124.0,  ,  ,  , 
179, 1000017, 1000043, 1000069, 1000095, 125.0,  ,  ,  , 
180, 1000018, 1000044, 1000070, 1000096, 138.0,  ,  ,  , 
181, 1000019, 1000045, 1000071, 1000097, 139.0,  ,  ,  , 
182, 1000020, 1000046, 1000072, 1000098, 140.0,  ,  ,  , 
183, 1000021, 1000047, 1000073, 1000099, 141.0,  ,  ,  , 
184, 1000022, 1000048, 1000074, 1000100, 142.0,  ,  ,  , 
185, 1000023, 1000049, 1000075, 1000101, 143.0,  ,  ,  , 
186, 1000024, 1000050, 1000076, 1000102, 144.0,  ,  ,  , 
187, 1000025, 1000051, 1000077, 1000103, 145.0,  ,  ,  , 
188, 1000026, 1000052, 1000078, 1000104, 146.0,  ,  ,  , 
189, 1000108, 1000053, 1000079, 1000105, 0,  ,  ,  , 
190, 1000109, 1000135, 1000080, 1000106, 1, 3,  ,  , 
191, 1000110, 1000136, 1000162, 1000107, 2, 4, 6,  , 
192, 1000111, 1000137, 1000163, 1000189, 3, 5, 7, 9, 
193, 1000112, 1000138, 1000164, 1000190, 4, 6, 8, 10, 
194, 1000113, 1000139, 1000165, 1000191, 5, 7, 9, 11, 
195, 1000114, 1000140, 1000166, 1000192, 6, 8, 10, 12, 
196, 1000115, 1000141, 1000167, 1000193, 7, 9, 11, 13, 
197, 1000116, 1000142, 1000168, 1000194, 8, 10, 12, 14, 
198, 1000117, 1000143, 1000169, 1000195, 21, 11, 13, 15, 
199, 1000118, 1000144, 1000170, 1000196, 22, 24, 14, 16, 
200, 1000119, 1000145, 1000171, 1000197, 23, 25, 27, 17, 
201, 1000120, 1000146, 1000172, 1000198, 24, 26, 28, 30, 
202, 1000121, 1000147, 1000173, 1000199, 25, 27, 29, 31, 
203, 1000122, 1000148, 1000174, 1000200, 26, 28, 30, 32, 
204, 1000123, 1000149, 1000175, 1000201, 27, 29, 31, 33, 
205, 1000124, 1000150, 1000176, 1000202, 28, 30, 32, 34, 
206, 1000125, 1000151, 1000177, 1000203, 29, 31, 33, 35, 
207, 1000126, 1000152, 1000178, 1000204, 42, 32, 34, 36, 
208, 1000127, 1000153, 1000179, 1000205, 43, 45, 35, 37, 
209, 1000128, 1000154, 1000180, 1000206, 44, 46, 48, 38, 
210, 1000129, 1000155, 1000181, 1000207, 45, 47, 49, 51, 
211, 1000130, 1000156, 1000182, 1000208, 46, 48, 50, 52, 
212, 1000131, 1000157, 1000183, 1000209, 47, 49, 51, 53, 
213, 1000132, 1000158, 1000184, 1000210, 48, 50, 52, 54, 
214, 1000133, 1000159, 1000185, 1000211, 49, 51, 53, 55, 
215, 1000134, 1000160, 1000186, 1000212, 50, 52, 54, 56, 
216, 1000108, 1000161, 1000187, 1000213, 12, 53, 55, 57, 
217, 1000109, 1000135, 1000188, 1000214, 13, 15, 56, 58, 
218, 1000110, 1000136, 1000162, 1000215, 14, 16, 24.0, 59, 
219, 1000111, 1000137, 1000163, 1000189, 15, 17, 25.0, 27.0, 
220, 1000112, 1000138, 1000164, 1000190, 16, 18, 26.0, 28.0, 
221, 1000113, 1000139, 1000165, 1000191, 17, 19, 27.0, 29.0, 
222, 1000114, 1000140, 1000166, 1000192, 18, 20, 28.0, 30.0, 
223, 1000115, 1000141, 1000167, 1000193, 19, 21, 29.0, 31.0, 
224, 1000116, 1000142, 1000168, 1000194, 20, 22, 30.0, 32.0, 
225, 1000117, 1000143, 1000169, 1000195, 33, 23, 31.0, 33.0, 
226, 1000118, 1000144, 1000170, 1000196, 34, 36, 32.0, 34.0, 
227, 1000119, 1000145, 1000171, 1000197, 35, 37, 45.0, 35.0, 
228, 1000120, 1000146, 1000172, 1000198, 36, 38, 46.0, 48.0, 
229, 1000121, 1000147, 1000173, 1000199, 37, 39, 47.0, 49.0, 
230, 1000122, 1000148, 1000174, 1000200, 38, 40, 48.0, 50.0, 
231, 1000123, 1000149, 1000175, 1000201, 39, 41, 49.0, 51.0, 
232, 1000124, 1000150, 1000176, 1000202, 40, 42, 50.0, 52.0, 
233, 1000125, 1000151, 1000177, 1000203, 41, 43, 51.0, 53.0, 
234, 1000126, 1000152, 1000178, 1000204, 54, 44, 52.0, 54.0, 
235, 1000127, 1000153, 1000179, 1000205, 55, 57, 53.0, 55.0, 
236, 1000128, 1000154, 1000180, 1000206, 56, 58, 66.0, 56.0, 
237, 1000129, 1000155, 1000181, 1000207, 57, 59, 67.0, 69.0, 
238, 1000130, 1000156, 1000182, 1000208, 58, 60, 68.0, 70.0, 
239, 1000131, 1000157, 1000183, 1000209, 59, 61, 69.0, 71.0, 
240, 1000132, 1000158, 1000184, 1000210, 60, 62, 70.0, 72.0, 
241, 1000133, 1000159, 1000185, 1000211, 61, 63, 71.0, 73.0, 
242, 1000134, 1000160, 1000186, 1000212, 62, 64, 72.0, 74.0, 
243, 1000108, 1000161, 1000187, 1000213, 30.0, 65, 73.0, 75.0, 
244, 1000109, 1000135, 1000188, 1000214, 31.0, 33.0, 74.0, 76.0, 
245, 1000110, 1000136, 1000162, 1000215, 32.0, 34.0, 36.0, 77.0, 
246, 1000111, 1000137, 1000163, 1000189, 33.0, 35.0, 37.0, 45.0, 
247, 1000112, 1000138, 1000164, 1000190, 34.0, 36.0, 38.0, 46.0, 
248, 1000113, 1000139, 1000165, 1000191, 35.0, 37.0, 39.0, 47.0, 
249, 1000114, 1000140, 1000166, 1000192, 36.0, 38.0, 40.0, 48.0, 
250, 1000115, 1000141, 1000167, 1000193, 37.0, 39.0, 41.0, 49.0, 
251, 1000116, 1000142, 1000168, 1000194, 38.0, 40.0, 42.0, 50.0, 
252, 1000117, 1000143, 1000169, 1000195, 51.0, 41.0, 43.0, 51.0, 
253, 1000118, 1000144, 1000170, 1000196, 52.0, 54.0, 44.0, 52.0, 
254, 1000119, 1000145, 1000171, 1000197, 53.0, 55.0, 57.0, 53.0, 
255, 1000120, 1000146, 1000172, 1000198, 54.0, 56.0, 58.0, 66.0, 
256, 1000121, 1000147, 1000173, 1000199, 55.0, 57.0, 59.0, 67.0, 
257, 1000122, 1000148, 1000174, 1000200, 56.0, 58.0, 60.0, 68.0, 
258, 1000123, 1000149, 1000175, 1000201, 57.0, 59.0, 61.0, 69.0, 
259, 1000124, 1000150, 1000176, 1000202, 58.0, 60.0, 62.0, 70.0, 
260, 1000125, 1000151, 1000177, 1000203, 59.0, 61.0, 63.0, 71.0, 
261, 1000126, 1000152, 1000178, 1000204, 72.0, 62.0, 64.0, 72.0, 
262, 1000127, 1000153, 1000179, 1000205, 73.0, 75.0, 65.0, 73.0, 
263, 1000128, 1000154, 1000180, 1000206, 74.0, 76.0, 78.0, 74.0, 
264, 1000129, 1000155, 1000181, 1000207, 75.0, 77.0, 79.0, 87.0, 
265, 1000130, 1000156, 1000182, 1000208, 76.0, 78.0, 80.0, 88.0, 
266, 1000131, 1000157, 1000183, 1000209, 77.0, 79.0, 81.0, 89.0, 
267, 1000132, 1000158, 1000184, 1000210, 78.0, 80.0, 82.0, 90.0, 
268, 1000133, 1000159, 1000185, 1000211, 79.0, 81.0, 83.0, 91.0, 
269, 1000134, 1000160, 1000186, 1000212, 80.0, 82.0, 84.0, 92.0, 
270, 1000108, 1000161, 1000187, 1000213, 48.0, 83.0, 85.0, 93.0, 
271, 1000109, 1000135, 1000188, 1000214, 49.0, 51.0, 86.0, 94.0, 
272, 1000110, 1000136, 1000162, 1000215, 50.0, 52.0, 54.0, 95.0, 
273, 1000111, 1000137, 1000163, 1000189, 51.0, 53.0, 55.0, 57.0, 
274, 1000112, 1000138, 1000164, 1000190, 52.0, 54.0, 56.0, 58.0, 
275, 1000113, 1000139, 1000165, 1000191, 53.0, 55.0, 57.0, 59.0, 
276, 1000114, 1000140, 1000166, 1000192, 54.0, 56.0, 58.0, 60.0, 
277, 1000115, 1000141, 1000167, 1000193, 55.0, 57.0, 59.0, 61.0, 
278, 1000116, 1000142, 1000168, 1000194, 56.0, 58.0, 60.0, 62.0, 
279, 1000117, 1000143, 1000169, 1000195, 69.0, 59.0, 61.0, 63.0, 
280, 1000118, 1000144, 1000170, 1000196, 70.0, 72.0, 62.0, 64.0, 
281, 1000119, 1000145, 1000171, 1000197, 71.0, 73.0, 75.0, 65.0, 
282, 1000120, 1000146, 1000172, 1000198, 72.0, 74.0, 76.0, 78.0, 
283, 1000121, 1000147, 1000173, 1000199, 73.0, 75.0, 77.0, 79.0, 
284, 1000122, 1000148, 1000174, 1000200, 74.0, 76.0, 78.0, 80.0, 
285, 1000123, 1000149, 1000175, 1000201, 75.0, 77.0, 79.0, 81.0, 
286, 1000124, 1000150, 1000176, 1000202, 76.0, 78.0, 80.0, 82.0, 
287, 1000125, 1000151, 1000177, 1000203, 77.0, 79.0, 81.0, 83.0, 
288, 1000126, 1000152, 1000178, 1000204, 90.0, 80.0, 82.0, 84.0, 
289, 1000127, 1000153, 1000179, 1000205, 91.0, 93.0, 83.0, 85.0, 
290, 1000128, 1000154, 1000180, 1000206, 92.0, 94.0, 96.0, 86.0, 
291, 1000129, 1000155, 1000181, 1000207, 93.0, 95.0, 97.0, 99.0, 
292, 1000130, 1000156, 1000182, 1000208, 94.0, 96.0, 98.0, 100.0, 
293, 1000131, 1000157, 1000183, 1000209, 95.0, 97.0, 99.0, 101.0, 
294, 1000132, 1000158, 1000184, 1000210, 96.0, 98.0, 100.0, 102.0, 
295, 1000133, 1000159, 1000185, 1000211, 97.0, 99.0, 101.0, 103.0, 
296, 1000134, 1000160, 1000186, 1000212, 98.0, 100.0, 102.0, 104.0, 
297, 1000108, 1000161, 1000187, 1000213, 66.0, 101.0, 103.0, 105.0, 
298, 1000109, 1000135, 1000188, 1000214, 67.0, 69.0, 104.0, 106.0, 
299, 1000110, 1000136, 1000162, 1000215, 68.0, 70.0, 72.0, 107.0, 
300, 1000111, 1000137, 1000163, 1000189, 69.0, 71.0, 73.0, 75.0, 
301, 1000112, 1000138, 1000164, 1000190, 70.0, 72.0, 74.0, 76.0, 
302, 1000113, 1000139, 1000165, 1000191, 71.0, 73.0, 75.0, 77.0, 
303, 1000114, 1000140, 1000166, 1000192, 72.0, 74.0, 76.0, 78.0, 
304, 1000115, 1000141, 1000167, 1000193, 73.0, 75.0, 77.0, 79.0, 
305, 1000116, 1000142, 1000168, 1000194, 74.0, 76.0, 78.0, 80.0, 
306, 1000117, 1000143, 1000169, 1000195, 87.0, 77.0, 79.0, 81.0, 
307, 1000118, 1000144, 1000170, 1000196, 88.0, 90.0, 80.0, 82.0, 
308, 1000119, 1000145, 1000171, 1000197, 89.0, 91.0, 93.0, 83.0, 
309, 1000120, 1000146, 1000172, 1000198, 90.0, 92.0, 94.0, 96.0, 
310, 1000121, 1000147, 1000173, 1000199, 91.0, 93.0, 95.0, 97.0, 
311, 1000122, 1000148, 1000174, 1000200, 92.0, 94.0, 96.0, 98.0, 
312, 1000123, 1000149, 1000175, 1000201, 93.0, 95.0, 97.0, 99.0, 
313, 1000124, 1000150, 1000176, 1000202, 94.0, 96.0, 98.0, 100.0, 
314, 1000125, 1000151, 1000177, 1000203, 95.0, 97.0, 99.0, 101.0, 
315, 1000126, 1000152, 1000178, 1000204, 108.0, 98.0, 100.0, 102.0, 
316, 1000127, 1000153, 1000179, 1000205, 109.0, 111.0, 101.0, 103.0, 
317, 1000128, 1000154, 1000180, 1000206, 110.0, 112.0, 114.0, 104.0, 
318, 1000129, 1000155, 1000181, 1000207, 111.0, 113.0, 115.0, 117.0, 
319, 1000130, 1000156, 1000182, 1000208, 112.0, 114.0, 116.0, 118.0, 
320, 1000131, 1000157, 1000183, 1000209, 113.0, 115.0, 117.0, 119.0, 
321, 1000132, 1000158, 1000184, 1000210, 114.0, 116.0, 118.0, 120.0, 
322, 1000133, 1000159, 1000185, 1000211, 115.0, 117.0, 119.0, 121.0, 
323, 1000134, 1000160, 1000186, 1000212, 116.0, 118.0, 120.0, 122.0, 
324, 1000108, 1000161, 1000187, 1000213, 78.0, 119.0, 121.0, 123.0, 
325, 1000109, 1000135, 1000188, 1000214, 79.0, 87.0, 122.0, 124.0, 
326, 1000110, 1000136, 1000162, 1000215, 80.0, 88.0, 90.0, 125.0, 
327, 1000111, 1000137, 1000163, 1000189, 81.0, 89.0, 91.0, 93.0, 
328, 1000112, 1000138, 1000164, 1000190, 82.0, 90.0, 92.0, 94.0, 
329, 1000113, 1000139, 1000165, 1000191, 83.0, 91.0, 93.0, 95.0, 
330, 1000114, 1000140, 1000166, 1000192, 84.0, 92.0, 94.0, 96.0, 
331, 1000115, 1000141, 1000167, 1000193, 85.0, 93.0, 95.0, 97.0, 
332, 1000116, 1000142, 1000168, 1000194, 86.0, 94.0, 96.0, 98.0, 
333, 1000117, 1000143, 1000169, 1000195, 99.0, 95.0, 97.0, 99.0, 
334, 1000118, 1000144, 1000170, 1000196, 100.0, 108.0, 98.0, 100.0, 
335, 1000119, 1000145, 1000171, 1000197, 101.0, 109.0, 111.0, 101.0, 
336, 1000120, 1000146, 1000172, 1000198, 102.0, 110.0, 112.0, 114.0, 
